,question,answer,img_id,type
1082,số lượng con mèo là bao nhiêu,tám,601082,1
1083,có bao nhiêu điện thoại,bảy,601083,1
1084,có bao nhiêu máy tính xách tay,năm,601084,1
1085,có bao nhiêu con gà trong hình,hai,601085,1
1086,có bao nhiêu cái bàn trong hình,một,601086,1
1087,có bao nhiêu con hươu cao cổ trong hình,một,601087,1
1088,hình có mấy người,một,601088,1
1089,hình có mấy chai,năm,601089,1
1090,số lượng con hươu cao cổ là bao nhiêu,sáu,601090,1
1091,có bao nhiêu cái cây trong hình,một,601091,1
1092,trong hình có bao nhiêu con bò,một,601092,1
1093,hình có mấy cái ghế,ba,601093,1
1094,số lượng con ngựa vằn là bao nhiêu,hai,601094,1
1095,hình có mấy con chó,sáu,601095,1
1096,số lượng người là bao nhiêu,năm,601096,1
1097,hình có mấy con mèo,bảy,601097,1
1098,trong hình có bao nhiêu người,bốn,601098,1
1099,hình có mấy tòa nhà,một,601099,1
1100,số lượng con ngựa vằn là bao nhiêu,hai,601100,1
1101,hình có mấy con bò,sáu,601101,1
1102,có bao nhiêu con bò trong hình,bảy,601102,1
1103,hình có mấy cái cây,một,601103,1
1104,có bao nhiêu quyển sách trong hình,bảy,601104,1
1105,hình có mấy cái cây,sáu,601105,1
1106,có bao nhiêu cái bàn trong hình,một,601106,1
1107,hình có mấy cái cây,sáu,601107,1
1108,số lượng quyển sách là bao nhiêu,năm,601108,1
1109,số lượng cái cây là bao nhiêu,bảy,601109,1
1110,trong hình có bao nhiêu con voi,bốn,601110,1
1111,trong hình có bao nhiêu quyển sách,một,601111,1
1112,có bao nhiêu điện thoại,bảy,601112,1
1113,có bao nhiêu con mèo trong hình,một,601113,1
1114,có bao nhiêu xe ô tô,tám,601114,1
1115,trong hình có bao nhiêu người,một,601115,1
1116,trong hình có bao nhiêu cái cây,một,601116,1
1117,có bao nhiêu con bò,bảy,601117,1
1118,có bao nhiêu điện thoại trong hình,ba,601118,1
1119,số lượng cái bàn là bao nhiêu,năm,601119,1
1120,trong hình có bao nhiêu quyển sách,năm,601120,1
1121,số lượng con ngựa là bao nhiêu,năm,601121,1
1122,có bao nhiêu chai trong hình,một,601122,1
1123,trong hình có bao nhiêu con voi,bốn,601123,1
1124,số lượng cốc là bao nhiêu,ba,601124,1
1125,có bao nhiêu cốc,ba,601125,1
1126,có bao nhiêu con hươu cao cổ trong hình,tám,601126,1
1127,số lượng cốc là bao nhiêu,sáu,601127,1
1128,hình có mấy máy tính xách tay,hai,601128,1
1129,hình có mấy con voi,bốn,601129,1
1130,trong hình có bao nhiêu cái bàn,hai,601130,1
1131,có bao nhiêu tòa nhà,ba,601131,1
1132,trong hình có bao nhiêu quyển sách,một,601132,1
1133,có bao nhiêu con mèo,một,601133,1
1134,hình có mấy con ngựa,năm,601134,1
1135,có bao nhiêu tòa nhà,tám,601135,1
1136,số lượng cái cây là bao nhiêu,ba,601136,1
1137,hình có mấy điện thoại,ba,601137,1
1138,số lượng điện thoại là bao nhiêu,một,601138,1
1139,có bao nhiêu cái ghế,hai,601139,1
1140,có bao nhiêu con cừu trong hình,sáu,601140,1
1141,có bao nhiêu tòa nhà trong hình,ba,601141,1
1142,trong hình có bao nhiêu quyển sách,bốn,601142,1
1143,trong hình có bao nhiêu con ngựa,bảy,601143,1
1144,có bao nhiêu điện thoại trong hình,bảy,601144,1
1145,có bao nhiêu con chim trong hình,sáu,601145,1
1146,trong hình có bao nhiêu con mèo,hai,601146,1
1147,hình có mấy cái cây,một,601147,1
1148,số lượng con ngựa là bao nhiêu,một,601148,1
1149,có bao nhiêu cái bàn trong hình,năm,601149,1
1150,hình có mấy cái ghế,sáu,601150,1
1151,trong hình có bao nhiêu cái cây,sáu,601151,1
1152,có bao nhiêu xe ô tô,hai,601152,1
1153,số lượng cái cây là bao nhiêu,một,601153,1
1154,số lượng tòa nhà là bao nhiêu,bốn,601154,1
1155,hình có mấy chai,ba,601155,1
1156,số lượng cái cây là bao nhiêu,ba,601156,1
1157,hình có mấy điện thoại,bốn,601157,1
1158,số lượng quyển sách là bao nhiêu,ba,601158,1
1159,có bao nhiêu chai,năm,601159,1
1160,trong hình có bao nhiêu người,tám,601160,1
1161,hình có mấy con chim,bốn,601161,1
1162,hình có mấy con cừu,tám,601162,1
1163,hình có mấy con voi,bảy,601163,1
1164,hình có mấy máy tính xách tay,bảy,601164,1
1165,có bao nhiêu quyển sách,tám,601165,1
1166,hình có mấy con chim,một,601166,1
1167,có bao nhiêu cái bàn,một,601167,1
1168,hình có mấy điện thoại,năm,601168,1
1169,hình có mấy con ngựa vằn,bảy,601169,1
1170,số lượng con chim là bao nhiêu,bốn,601170,1
1171,hình có mấy người,hai,601171,1
1172,có bao nhiêu cốc,bảy,601172,1
1173,có bao nhiêu máy tính xách tay,năm,601173,1
1174,trong hình có bao nhiêu xe ô tô,bảy,601174,1
1175,có bao nhiêu xe ô tô trong hình,bảy,601175,1
1176,có bao nhiêu quyển sách trong hình,bảy,601176,1
1177,trong hình có bao nhiêu con hươu cao cổ,năm,601177,1
1178,số lượng con bò là bao nhiêu,sáu,601178,1
1179,trong hình có bao nhiêu máy tính xách tay,năm,601179,1
1180,trong hình có bao nhiêu cái ghế,bảy,601180,1
1181,hình có mấy cái bàn,bảy,601181,1
1182,số lượng cái bàn là bao nhiêu,bảy,601182,1
1183,có bao nhiêu cái cây trong hình,hai,601183,1
1184,có bao nhiêu người,hai,601184,1
1185,có bao nhiêu quyển sách trong hình,tám,601185,1
1186,số lượng xe ô tô là bao nhiêu,ba,601186,1
1187,số lượng người là bao nhiêu,một,601187,1
1188,số lượng người là bao nhiêu,một,601188,1
1189,có bao nhiêu người,ba,601189,1
1190,có bao nhiêu tòa nhà,hai,601190,1
1191,có bao nhiêu con ngựa trong hình,tám,601191,1
1192,số lượng máy tính xách tay là bao nhiêu,một,601192,1
1193,hình có mấy cốc,một,601193,1
1194,có bao nhiêu chai trong hình,ba,601194,1
1195,có bao nhiêu tòa nhà trong hình,sáu,601195,1
1196,hình có mấy quyển sách,ba,601196,1
1197,có bao nhiêu xe ô tô,hai,601197,1
1198,số lượng quyển sách là bao nhiêu,ba,601198,1
1199,trong hình có bao nhiêu con bò,năm,601199,1
1200,số lượng người là bao nhiêu,bốn,601200,1
1201,hình có mấy người,ba,601201,1
1202,số lượng cái cây là bao nhiêu,tám,601202,1
1203,trong hình có bao nhiêu con cừu,sáu,601203,1
1204,trong hình có bao nhiêu tòa nhà,một,601204,1
1205,có bao nhiêu người,hai,601205,1
1206,trong hình có bao nhiêu xe ô tô,ba,601206,1
1207,số lượng điện thoại là bao nhiêu,một,601207,1
1208,có bao nhiêu con ngựa vằn trong hình,sáu,601208,1
1209,trong hình có bao nhiêu cái ghế,năm,601209,1
1210,có bao nhiêu quyển sách trong hình,bốn,601210,1
1211,hình có mấy cái bàn,bốn,601211,1
1212,có bao nhiêu cái cây trong hình,một,601212,1
1213,có bao nhiêu cốc,ba,601213,1
1214,hình có mấy xe ô tô,bảy,601214,1
1215,có bao nhiêu cái cây,một,601215,1
1216,số lượng con voi là bao nhiêu,tám,601216,1
1217,có bao nhiêu cái ghế,một,601217,1
1218,có bao nhiêu điện thoại,bảy,601218,1
1219,trong hình có bao nhiêu cái bàn,năm,601219,1
1220,có bao nhiêu con ngựa trong hình,hai,601220,1
1221,hình có mấy con ngựa vằn,tám,601221,1
1222,có bao nhiêu xe ô tô,hai,601222,1
1223,có bao nhiêu điện thoại,sáu,601223,1
1224,số lượng xe ô tô là bao nhiêu,bảy,601224,1
1225,có bao nhiêu xe ô tô trong hình,sáu,601225,1
1226,có bao nhiêu người,bảy,601226,1
1227,trong hình có bao nhiêu con mèo,ba,601227,1
1228,có bao nhiêu người,năm,601228,1
1229,trong hình có bao nhiêu con mèo,một,601229,1
1230,trong hình có bao nhiêu con ngựa vằn,tám,601230,1
1231,số lượng con ngựa vằn là bao nhiêu,sáu,601231,1
1232,có bao nhiêu cái ghế,hai,601232,1
1233,có bao nhiêu người trong hình,bốn,601233,1
1234,có bao nhiêu con ngựa trong hình,bảy,601234,1
1235,hình có mấy con mèo,bốn,601235,1
1236,trong hình có bao nhiêu con chó,bốn,601236,1
1237,hình có mấy điện thoại,bốn,601237,1
1238,có bao nhiêu máy tính xách tay trong hình,sáu,601238,1
1239,số lượng tòa nhà là bao nhiêu,bảy,601239,1
1240,có bao nhiêu xe ô tô,một,601240,1
1241,có bao nhiêu người trong hình,bốn,601241,1
1242,có bao nhiêu cốc,ba,601242,1
1243,có bao nhiêu quyển sách,năm,601243,1
1244,trong hình có bao nhiêu người,năm,601244,1
1245,số lượng con chim là bao nhiêu,tám,601245,1
1246,hình có mấy quyển sách,sáu,601246,1
1247,trong hình có bao nhiêu cái ghế,một,601247,1
1248,trong hình có bao nhiêu con chim,sáu,601248,1
1249,hình có mấy cái bàn,hai,601249,1
1250,có bao nhiêu tòa nhà,năm,601250,1
1251,có bao nhiêu con ngựa vằn,hai,601251,1
1252,số lượng con chim là bao nhiêu,năm,601252,1
1253,hình có mấy cốc,bốn,601253,1
1254,số lượng con chim là bao nhiêu,ba,601254,1
1255,có bao nhiêu con bò trong hình,một,601255,1
1256,trong hình có bao nhiêu cái ghế,năm,601256,1
1257,số lượng cái cây là bao nhiêu,một,601257,1
1258,số lượng cái ghế là bao nhiêu,năm,601258,1
1259,có bao nhiêu điện thoại trong hình,hai,601259,1
1260,trong hình có bao nhiêu chai,một,601260,1
1261,có bao nhiêu con chó,bảy,601261,1
1262,có bao nhiêu con voi,sáu,601262,1
1263,có bao nhiêu con voi,hai,601263,1
1264,hình có mấy cốc,một,601264,1
1265,có bao nhiêu con hươu cao cổ,năm,601265,1
1266,có bao nhiêu cái ghế trong hình,sáu,601266,1
1267,có bao nhiêu con bò,bảy,601267,1
1268,hình có mấy con gà,một,601268,1
1269,có bao nhiêu con voi trong hình,một,601269,1
1270,trong hình có bao nhiêu cái ghế,hai,601270,1
1271,có bao nhiêu cái ghế,sáu,601271,1
1272,trong hình có bao nhiêu chai,bảy,601272,1
1273,có bao nhiêu quyển sách trong hình,ba,601273,1
1274,có bao nhiêu cốc trong hình,một,601274,1
1275,số lượng người là bao nhiêu,ba,601275,1
1276,có bao nhiêu cốc trong hình,hai,601276,1
1277,hình có mấy chai,ba,601277,1
1278,có bao nhiêu người,một,601278,1
1279,số lượng xe ô tô là bao nhiêu,sáu,601279,1
1280,số lượng cốc là bao nhiêu,bốn,601280,1
1281,trong hình có bao nhiêu tòa nhà,bảy,601281,1
1282,có bao nhiêu quyển sách trong hình,hai,601282,1
1283,có bao nhiêu con gà trong hình,một,601283,1
1284,trong hình có bao nhiêu con hươu cao cổ,năm,601284,1
1285,hình có mấy máy tính xách tay,hai,601285,1
1286,số lượng tòa nhà là bao nhiêu,sáu,601286,1
1287,số lượng máy tính xách tay là bao nhiêu,ba,601287,1
1288,số lượng xe ô tô là bao nhiêu,năm,601288,1
1289,có bao nhiêu máy tính xách tay,bảy,601289,1
1290,có bao nhiêu con hươu cao cổ trong hình,sáu,601290,1
1291,có bao nhiêu con ngựa trong hình,tám,601291,1
1292,hình có mấy xe ô tô,tám,601292,1
1293,hình có mấy người,một,601293,1
1294,số lượng quyển sách là bao nhiêu,tám,601294,1
1295,số lượng cái bàn là bao nhiêu,ba,601295,1
1296,có bao nhiêu con mèo,sáu,601296,1
1297,có bao nhiêu con cừu,năm,601297,1
1298,trong hình có bao nhiêu xe ô tô,hai,601298,1
1299,hình có mấy con ngựa vằn,sáu,601299,1
1300,trong hình có bao nhiêu cái ghế,tám,601300,1
1301,hình có mấy tòa nhà,hai,601301,1
1302,có bao nhiêu điện thoại trong hình,tám,601302,1
1303,hình có mấy xe ô tô,ba,601303,1
1304,có bao nhiêu chai trong hình,sáu,601304,1
1305,trong hình có bao nhiêu con gà,bảy,601305,1
1306,số lượng tòa nhà là bao nhiêu,bảy,601306,1
1307,số lượng cốc là bao nhiêu,bảy,601307,1
1308,trong hình có bao nhiêu con chim,bảy,601308,1
1309,số lượng con hươu cao cổ là bao nhiêu,bảy,601309,1
1310,trong hình có bao nhiêu cái bàn,ba,601310,1
1311,số lượng điện thoại là bao nhiêu,bốn,601311,1
1312,trong hình có bao nhiêu con chim,năm,601312,1
1313,có bao nhiêu cái ghế,năm,601313,1
1314,trong hình có bao nhiêu con ngựa vằn,ba,601314,1
1315,số lượng con voi là bao nhiêu,sáu,601315,1
1316,có bao nhiêu cái ghế,tám,601316,1
1317,trong hình có bao nhiêu tòa nhà,ba,601317,1
1318,có bao nhiêu con hươu cao cổ trong hình,tám,601318,1
1319,trong hình có bao nhiêu máy tính xách tay,bốn,601319,1
1320,hình có mấy con hươu cao cổ,tám,601320,1
1321,trong hình có bao nhiêu cái ghế,sáu,601321,1
1322,số lượng điện thoại là bao nhiêu,hai,601322,1
1323,có bao nhiêu cái cây trong hình,tám,601323,1
1324,hình có mấy cái ghế,hai,601324,1
1325,trong hình có bao nhiêu con gà,năm,601325,1
1326,có bao nhiêu người,tám,601326,1
1327,trong hình có bao nhiêu cốc,tám,601327,1
1328,số lượng cái bàn là bao nhiêu,sáu,601328,1
1329,số lượng chai là bao nhiêu,hai,601329,1
1330,hình có mấy điện thoại,tám,601330,1
1331,có bao nhiêu cái bàn,hai,601331,1
1332,có bao nhiêu con voi,ba,601332,1
1333,hình có mấy con ngựa,bảy,601333,1
1334,trong hình có bao nhiêu con ngựa vằn,tám,601334,1
1335,trong hình có bao nhiêu quyển sách,hai,601335,1
1336,trong hình có bao nhiêu con chim,năm,601336,1
1337,có bao nhiêu người,hai,601337,1
1338,hình có mấy con bò,một,601338,1
1339,có bao nhiêu cái bàn,tám,601339,1
1340,có bao nhiêu con cừu,năm,601340,1
1341,trong hình có bao nhiêu con chim,bốn,601341,1
1342,có bao nhiêu máy tính xách tay,sáu,601342,1
1343,trong hình có bao nhiêu cái ghế,hai,601343,1
1344,số lượng người là bao nhiêu,hai,601344,1
1345,hình có mấy cái bàn,bốn,601345,1
1346,có bao nhiêu con ngựa,năm,601346,1
1347,có bao nhiêu cái cây,tám,601347,1
1348,hình có mấy máy tính xách tay,hai,601348,1
1349,số lượng quyển sách là bao nhiêu,một,601349,1
1350,có bao nhiêu người,năm,601350,1
1351,số lượng con hươu cao cổ là bao nhiêu,hai,601351,1
1352,có bao nhiêu điện thoại trong hình,bảy,601352,1
1353,có bao nhiêu con cừu,bốn,601353,1
1354,có bao nhiêu quyển sách,một,601354,1
1355,trong hình có bao nhiêu tòa nhà,ba,601355,1
1356,số lượng điện thoại là bao nhiêu,năm,601356,1
1357,có bao nhiêu cái cây trong hình,một,601357,1
1358,có bao nhiêu cái ghế trong hình,ba,601358,1
1359,hình có mấy tòa nhà,tám,601359,1
1360,trong hình có bao nhiêu quyển sách,sáu,601360,1
1361,có bao nhiêu điện thoại trong hình,bảy,601361,1
1362,có bao nhiêu con ngựa,bốn,601362,1
1363,có bao nhiêu cái bàn,hai,601363,1
1364,hình có mấy cái ghế,tám,601364,1
1365,trong hình có bao nhiêu quyển sách,bảy,601365,1
1366,trong hình có bao nhiêu cái cây,bốn,601366,1
1367,số lượng con chim là bao nhiêu,hai,601367,1
1368,có bao nhiêu con cừu,bốn,601368,1
1369,trong hình có bao nhiêu chai,ba,601369,1
1370,số lượng cái ghế là bao nhiêu,bốn,601370,1
1371,số lượng con voi là bao nhiêu,sáu,601371,1
1372,hình có mấy người,sáu,601372,1
1373,hình có mấy người,tám,601373,1
1374,số lượng người là bao nhiêu,bảy,601374,1
1375,có bao nhiêu quyển sách,tám,601375,1
1376,số lượng cốc là bao nhiêu,ba,601376,1
1377,hình có mấy con mèo,tám,601377,1
1378,có bao nhiêu con chim,bốn,601378,1
1379,số lượng tòa nhà là bao nhiêu,sáu,601379,1
1380,có bao nhiêu con gà trong hình,bốn,601380,1
1381,hình có mấy cốc,hai,601381,1
1382,có bao nhiêu con chó,năm,601382,1
1383,hình có mấy cái bàn,một,601383,1
1384,trong hình có bao nhiêu cái bàn,hai,601384,1
1385,hình có mấy cái ghế,sáu,601385,1
1386,có bao nhiêu cốc,năm,601386,1
1387,hình có mấy cái cây,hai,601387,1
1388,số lượng người là bao nhiêu,ba,601388,1
1389,có bao nhiêu xe ô tô,sáu,601389,1
1390,số lượng người là bao nhiêu,tám,601390,1
1391,số lượng tòa nhà là bao nhiêu,hai,601391,1
1392,có bao nhiêu cốc trong hình,sáu,601392,1
1393,có bao nhiêu chai,năm,601393,1
1394,có bao nhiêu con ngựa,hai,601394,1
1395,số lượng quyển sách là bao nhiêu,bảy,601395,1
1396,số lượng cái cây là bao nhiêu,hai,601396,1
1397,số lượng con bò là bao nhiêu,sáu,601397,1
1398,số lượng chai là bao nhiêu,bốn,601398,1
1399,số lượng người là bao nhiêu,sáu,601399,1
1400,có bao nhiêu con hươu cao cổ trong hình,tám,601400,1
1401,số lượng xe ô tô là bao nhiêu,tám,601401,1
1402,có bao nhiêu con chim trong hình,hai,601402,1
1403,trong hình có bao nhiêu quyển sách,bảy,601403,1
1404,có bao nhiêu con chim trong hình,một,601404,1
1405,số lượng xe ô tô là bao nhiêu,bảy,601405,1
1406,trong hình có bao nhiêu cái cây,hai,601406,1
1407,hình có mấy cái bàn,tám,601407,1
1408,hình có mấy xe ô tô,năm,601408,1
1409,số lượng người là bao nhiêu,hai,601409,1
1410,có bao nhiêu con hươu cao cổ trong hình,tám,601410,1
1411,có bao nhiêu con cừu trong hình,sáu,601411,1
1412,trong hình có bao nhiêu tòa nhà,sáu,601412,1
1413,hình có mấy tòa nhà,sáu,601413,1
1414,có bao nhiêu cái ghế,ba,601414,1
1415,trong hình có bao nhiêu chai,một,601415,1
1416,có bao nhiêu máy tính xách tay trong hình,sáu,601416,1
1417,trong hình có bao nhiêu tòa nhà,ba,601417,1
1418,hình có mấy cái ghế,tám,601418,1
1419,số lượng con bò là bao nhiêu,ba,601419,1
1420,hình có mấy người,một,601420,1
1421,trong hình có bao nhiêu cái ghế,tám,601421,1
1422,có bao nhiêu quyển sách,bốn,601422,1
1423,số lượng cái cây là bao nhiêu,bốn,601423,1
1424,có bao nhiêu con chim,hai,601424,1
1425,hình có mấy xe ô tô,hai,601425,1
1426,có bao nhiêu cốc trong hình,một,601426,1
1427,trong hình có bao nhiêu cái cây,năm,601427,1
1428,hình có mấy tòa nhà,năm,601428,1
1429,số lượng xe ô tô là bao nhiêu,một,601429,1
1430,hình có mấy cái cây,một,601430,1
1431,có bao nhiêu xe ô tô trong hình,hai,601431,1
1432,có bao nhiêu xe ô tô trong hình,bốn,601432,1
1433,trong hình có bao nhiêu tòa nhà,bốn,601433,1
1434,trong hình có bao nhiêu xe ô tô,hai,601434,1
1435,trong hình có bao nhiêu xe ô tô,một,601435,1
1436,số lượng con voi là bao nhiêu,hai,601436,1
1437,hình có mấy cái cây,bảy,601437,1
1438,có bao nhiêu cái cây,tám,601438,1
1439,có bao nhiêu cốc,hai,601439,1
1440,hình có mấy người,bảy,601440,1
1441,số lượng cái bàn là bao nhiêu,bảy,601441,1
1442,có bao nhiêu máy tính xách tay,tám,601442,1
1443,có bao nhiêu điện thoại,sáu,601443,1
1444,có bao nhiêu cái ghế,tám,601444,1
1445,số lượng điện thoại là bao nhiêu,hai,601445,1
1446,hình có mấy con chim,bảy,601446,1
1447,hình có mấy chai,bảy,601447,1
1448,trong hình có bao nhiêu chai,tám,601448,1
1449,hình có mấy cốc,bảy,601449,1
1450,có bao nhiêu điện thoại,sáu,601450,1
1451,số lượng chai là bao nhiêu,bốn,601451,1
1452,trong hình có bao nhiêu máy tính xách tay,bốn,601452,1
1453,có bao nhiêu con cừu,bảy,601453,1
1454,trong hình có bao nhiêu con voi,hai,601454,1
1455,trong hình có bao nhiêu cái cây,hai,601455,1
1456,có bao nhiêu máy tính xách tay,bốn,601456,1
1457,số lượng điện thoại là bao nhiêu,ba,601457,1
1458,trong hình có bao nhiêu tòa nhà,năm,601458,1
1459,số lượng máy tính xách tay là bao nhiêu,một,601459,1
1460,có bao nhiêu cái ghế,hai,601460,1
1461,có bao nhiêu xe ô tô trong hình,ba,601461,1
1462,hình có mấy quyển sách,hai,601462,1
1463,có bao nhiêu con ngựa trong hình,một,601463,1
1464,có bao nhiêu cái cây,tám,601464,1
1465,số lượng người là bao nhiêu,tám,601465,1
1466,có bao nhiêu quyển sách,hai,601466,1
1467,số lượng con mèo là bao nhiêu,một,601467,1
1468,trong hình có bao nhiêu xe ô tô,hai,601468,1
1469,có bao nhiêu xe ô tô trong hình,bảy,601469,1
1470,có bao nhiêu cốc,bảy,601470,1
1471,số lượng con chim là bao nhiêu,bốn,601471,1
1472,số lượng cái cây là bao nhiêu,năm,601472,1
1473,có bao nhiêu điện thoại trong hình,một,601473,1
1474,hình có mấy cái bàn,năm,601474,1
1475,trong hình có bao nhiêu con chim,sáu,601475,1
1476,trong hình có bao nhiêu con bò,sáu,601476,1
1477,số lượng máy tính xách tay là bao nhiêu,một,601477,1
1478,có bao nhiêu cái cây,bảy,601478,1
1479,số lượng người là bao nhiêu,tám,601479,1
1480,có bao nhiêu con gà,sáu,601480,1
1481,trong hình có bao nhiêu con ngựa,một,601481,1
1482,hình có mấy tòa nhà,hai,601482,1
1483,hình có mấy cái bàn,bốn,601483,1
1484,có bao nhiêu con cừu,bốn,601484,1
1485,có bao nhiêu cốc,sáu,601485,1
1486,có bao nhiêu cái bàn trong hình,bảy,601486,1
1487,trong hình có bao nhiêu cốc,bảy,601487,1
1488,số lượng con hươu cao cổ là bao nhiêu,bốn,601488,1
1489,số lượng điện thoại là bao nhiêu,bốn,601489,1
1490,trong hình có bao nhiêu cái cây,bốn,601490,1
1491,trong hình có bao nhiêu cái ghế,tám,601491,1
1492,trong hình có bao nhiêu máy tính xách tay,sáu,601492,1
1493,có bao nhiêu máy tính xách tay,bốn,601493,1
1494,số lượng con mèo là bao nhiêu,bảy,601494,1
1495,có bao nhiêu con chim trong hình,năm,601495,1
1496,có bao nhiêu tòa nhà trong hình,tám,601496,1
1497,trong hình có bao nhiêu điện thoại,bốn,601497,1
1498,có bao nhiêu quyển sách trong hình,ba,601498,1
1499,hình có mấy cái cây,một,601499,1
1500,số lượng cốc là bao nhiêu,tám,601500,1
1501,có bao nhiêu chai,ba,601501,1
1502,hình có mấy tòa nhà,một,601502,1
1503,có bao nhiêu con chim trong hình,sáu,601503,1
1504,trong hình có bao nhiêu con chim,năm,601504,1
1505,có bao nhiêu tòa nhà trong hình,hai,601505,1
1506,có bao nhiêu máy tính xách tay trong hình,sáu,601506,1
1507,có bao nhiêu con chó trong hình,bốn,601507,1
1508,có bao nhiêu máy tính xách tay trong hình,sáu,601508,1
1509,có bao nhiêu điện thoại,năm,601509,1
1510,có bao nhiêu con mèo,bốn,601510,1
1511,hình có mấy quyển sách,bốn,601511,1
1512,số lượng quyển sách là bao nhiêu,bảy,601512,1
1513,hình có mấy điện thoại,ba,601513,1
1514,số lượng cốc là bao nhiêu,tám,601514,1
1515,có bao nhiêu con bò trong hình,sáu,601515,1
1516,số lượng xe ô tô là bao nhiêu,tám,601516,1
1517,trong hình có bao nhiêu máy tính xách tay,tám,601517,1
1518,có bao nhiêu cái ghế,bảy,601518,1
1519,hình có mấy tòa nhà,ba,601519,1
1520,số lượng con mèo là bao nhiêu,ba,601520,1
1521,có bao nhiêu con bò,hai,601521,1
1522,hình có mấy điện thoại,bảy,601522,1
1523,có bao nhiêu con hươu cao cổ trong hình,một,601523,1
1524,số lượng cái cây là bao nhiêu,bảy,601524,1
1525,số lượng máy tính xách tay là bao nhiêu,một,601525,1
1526,có bao nhiêu người trong hình,bốn,601526,1
1527,có bao nhiêu con mèo trong hình,ba,601527,1
1528,có bao nhiêu điện thoại trong hình,năm,601528,1
1529,hình có mấy cái bàn,một,601529,1
1530,có bao nhiêu điện thoại trong hình,năm,601530,1
1531,hình có mấy chai,bốn,601531,1
1532,số lượng con bò là bao nhiêu,năm,601532,1
1533,có bao nhiêu cốc trong hình,bốn,601533,1
1534,hình có mấy con chó,bốn,601534,1
1535,số lượng xe ô tô là bao nhiêu,một,601535,1
1536,hình có mấy xe ô tô,hai,601536,1
1537,trong hình có bao nhiêu con bò,một,601537,1
1538,có bao nhiêu cái cây,bốn,601538,1
1539,số lượng điện thoại là bao nhiêu,ba,601539,1
1540,trong hình có bao nhiêu chai,bảy,601540,1
1541,có bao nhiêu con chim,hai,601541,1
1542,trong hình có bao nhiêu người,một,601542,1
1543,hình có mấy con chim,sáu,601543,1
1544,có bao nhiêu điện thoại,năm,601544,1
1545,có bao nhiêu máy tính xách tay trong hình,hai,601545,1
1546,có bao nhiêu con hươu cao cổ,ba,601546,1
1547,hình có mấy con voi,năm,601547,1
1548,có bao nhiêu cái ghế trong hình,sáu,601548,1
1549,trong hình có bao nhiêu tòa nhà,sáu,601549,1
1550,hình có mấy chai,bảy,601550,1
1551,có bao nhiêu con ngựa vằn,tám,601551,1
1552,hình có mấy máy tính xách tay,năm,601552,1
1553,có bao nhiêu chai,tám,601553,1
1554,trong hình có bao nhiêu con ngựa,ba,601554,1
1555,hình có mấy con chó,một,601555,1
1556,hình có mấy máy tính xách tay,một,601556,1
1557,trong hình có bao nhiêu điện thoại,ba,601557,1
1558,có bao nhiêu cái bàn,một,601558,1
1559,số lượng con gà là bao nhiêu,sáu,601559,1
1560,trong hình có bao nhiêu con bò,ba,601560,1
1561,có bao nhiêu máy tính xách tay trong hình,hai,601561,1
1562,số lượng cái cây là bao nhiêu,bảy,601562,1
1563,số lượng con voi là bao nhiêu,một,601563,1
1564,trong hình có bao nhiêu cái bàn,sáu,601564,1
1565,hình có mấy chai,bốn,601565,1
1566,số lượng cái bàn là bao nhiêu,tám,601566,1
1567,số lượng xe ô tô là bao nhiêu,năm,601567,1
1568,trong hình có bao nhiêu người,năm,601568,1
1569,hình có mấy tòa nhà,tám,601569,1
1570,số lượng cốc là bao nhiêu,ba,601570,1
1571,có bao nhiêu cái bàn,tám,601571,1
1572,hình có mấy con chim,bảy,601572,1
1573,số lượng cái ghế là bao nhiêu,tám,601573,1
1574,có bao nhiêu cái cây trong hình,bốn,601574,1
1575,có bao nhiêu con gà,hai,601575,1
1576,trong hình có bao nhiêu tòa nhà,sáu,601576,1
1577,có bao nhiêu con chó,năm,601577,1
1578,trong hình có bao nhiêu con hươu cao cổ,hai,601578,1
1579,trong hình có bao nhiêu con gà,ba,601579,1
1580,trong hình có bao nhiêu tòa nhà,năm,601580,1
1581,hình có mấy xe ô tô,bảy,601581,1
1582,hình có mấy cốc,hai,601582,1
1583,trong hình có bao nhiêu cái bàn,tám,601583,1
1584,có bao nhiêu xe ô tô,năm,601584,1
1585,số lượng con chim là bao nhiêu,một,601585,1
1586,số lượng chai là bao nhiêu,năm,601586,1
1587,có bao nhiêu con mèo trong hình,tám,601587,1
1588,hình có mấy con mèo,một,601588,1
1589,số lượng tòa nhà là bao nhiêu,sáu,601589,1
1590,số lượng quyển sách là bao nhiêu,năm,601590,1
1591,số lượng người là bao nhiêu,ba,601591,1
1592,có bao nhiêu tòa nhà,tám,601592,1
1593,hình có mấy máy tính xách tay,hai,601593,1
1594,số lượng con chim là bao nhiêu,ba,601594,1
1595,trong hình có bao nhiêu cái bàn,năm,601595,1
1596,có bao nhiêu chai,ba,601596,1
1597,có bao nhiêu quyển sách,một,601597,1
1598,hình có mấy con chó,năm,601598,1
1599,số lượng máy tính xách tay là bao nhiêu,một,601599,1
1600,có bao nhiêu máy tính xách tay trong hình,ba,601600,1
1601,số lượng máy tính xách tay là bao nhiêu,năm,601601,1
1602,có bao nhiêu cái cây trong hình,hai,601602,1
1603,có bao nhiêu chai,bảy,601603,1
1604,trong hình có bao nhiêu con ngựa vằn,tám,601604,1
